Algorithm,category,size,trial,time_us
QuickSort,Almost,32000,5,4354
IntroSort,Almost,32000,1,2674
IntroSort,Almost,32000,2,2331
IntroSort,Almost,32000,3,2386
IntroSort,Almost,32000,4,2487
IntroSort,Almost,32000,5,2324
QuickSort,Almost,32100,1,4495
QuickSort,Almost,32100,2,4243
QuickSort,Almost,32100,3,4427
QuickSort,Almost,32100,4,4394
QuickSort,Almost,32100,5,4618
IntroSort,Almost,32100,1,2509
IntroSort,Almost,32100,2,2409
IntroSort,Almost,32100,3,2513
IntroSort,Almost,32100,4,2323
IntroSort,Almost,32100,5,2373
QuickSort,Almost,32200,1,4432
QuickSort,Almost,32200,2,4384
QuickSort,Almost,32200,3,4375
QuickSort,Almost,32200,4,4559
QuickSort,Almost,32200,5,4389
IntroSort,Almost,32200,1,2514
IntroSort,Almost,32200,2,2375
IntroSort,Almost,32200,3,2362
IntroSort,Almost,32200,4,2399
IntroSort,Almost,32200,5,2289
QuickSort,Almost,32300,1,4435
QuickSort,Almost,32300,2,4400
QuickSort,Almost,32300,3,4540
QuickSort,Almost,32300,4,4437
QuickSort,Almost,32300,5,4418
IntroSort,Almost,32300,1,2406
IntroSort,Almost,32300,2,2435
IntroSort,Almost,32300,3,2320
IntroSort,Almost,32300,4,2393
IntroSort,Almost,32300,5,2402
QuickSort,Almost,32400,1,4379
QuickSort,Almost,32400,2,4554
QuickSort,Almost,32400,3,4354
QuickSort,Almost,32400,4,4455
QuickSort,Almost,32400,5,4487
IntroSort,Almost,32400,1,2447
IntroSort,Almost,32400,2,2360
IntroSort,Almost,32400,3,2355
IntroSort,Almost,32400,4,2448
IntroSort,Almost,32400,5,2357
QuickSort,Almost,32500,1,4515
QuickSort,Almost,32500,2,4376
QuickSort,Almost,32500,3,4438
QuickSort,Almost,32500,4,4398
QuickSort,Almost,32500,5,4412
IntroSort,Almost,32500,1,2627
IntroSort,Almost,32500,2,2465
IntroSort,Almost,32500,3,2365
IntroSort,Almost,32500,4,2404
IntroSort,Almost,32500,5,2362
QuickSort,Almost,32600,1,4516
QuickSort,Almost,32600,2,4440
QuickSort,Almost,32600,3,4417
QuickSort,Almost,32600,4,4401
QuickSort,Almost,32600,5,4457
IntroSort,Almost,32600,1,2533
IntroSort,Almost,32600,2,2292
IntroSort,Almost,32600,3,2639
IntroSort,Almost,32600,4,2377
IntroSort,Almost,32600,5,2348
QuickSort,Almost,32700,1,4495
QuickSort,Almost,32700,2,4408
QuickSort,Almost,32700,3,4425
QuickSort,Almost,32700,4,4536
QuickSort,Almost,32700,5,4555
IntroSort,Almost,32700,1,2490
IntroSort,Almost,32700,2,2450
IntroSort,Almost,32700,3,2401
IntroSort,Almost,32700,4,2430
IntroSort,Almost,32700,5,2541
QuickSort,Almost,32800,1,4481
QuickSort,Almost,32800,2,4548
QuickSort,Almost,32800,3,4781
QuickSort,Almost,32800,4,4614
QuickSort,Almost,32800,5,4517
IntroSort,Almost,32800,1,2410
IntroSort,Almost,32800,2,2449
IntroSort,Almost,32800,3,2360
IntroSort,Almost,32800,4,2445
IntroSort,Almost,32800,5,2385
QuickSort,Almost,32900,1,4623
QuickSort,Almost,32900,2,4483
QuickSort,Almost,32900,3,4555
QuickSort,Almost,32900,4,4550
QuickSort,Almost,32900,5,4578
IntroSort,Almost,32900,1,2506
IntroSort,Almost,32900,2,2447
IntroSort,Almost,32900,3,2408
IntroSort,Almost,32900,4,2544
IntroSort,Almost,32900,5,2418
QuickSort,Almost,33000,1,4526
QuickSort,Almost,33000,2,4482
QuickSort,Almost,33000,3,4519
QuickSort,Almost,33000,4,4558
QuickSort,Almost,33000,5,4274
IntroSort,Almost,33000,1,2314
IntroSort,Almost,33000,2,2203
IntroSort,Almost,33000,3,2334
IntroSort,Almost,33000,4,2343
IntroSort,Almost,33000,5,2522
QuickSort,Almost,33100,1,4381
QuickSort,Almost,33100,2,4417
QuickSort,Almost,33100,3,4423
QuickSort,Almost,33100,4,4485
QuickSort,Almost,33100,5,4613
IntroSort,Almost,33100,1,2584
IntroSort,Almost,33100,2,2367
IntroSort,Almost,33100,3,2424
IntroSort,Almost,33100,4,2522
IntroSort,Almost,33100,5,2409
QuickSort,Almost,33200,1,4571
QuickSort,Almost,33200,2,4419
QuickSort,Almost,33200,3,4455
QuickSort,Almost,33200,4,4398
QuickSort,Almost,33200,5,4347
IntroSort,Almost,33200,1,2463
IntroSort,Almost,33200,2,2417
IntroSort,Almost,33200,3,2432
IntroSort,Almost,33200,4,2472
IntroSort,Almost,33200,5,2536
QuickSort,Almost,33300,1,4469
QuickSort,Almost,33300,2,4555
QuickSort,Almost,33300,3,4442
QuickSort,Almost,33300,4,4642
QuickSort,Almost,33300,5,4519
IntroSort,Almost,33300,1,2599
IntroSort,Almost,33300,2,2397
IntroSort,Almost,33300,3,2378
IntroSort,Almost,33300,4,2655
IntroSort,Almost,33300,5,2491
QuickSort,Almost,33400,1,4435
QuickSort,Almost,33400,2,4577
QuickSort,Almost,33400,3,4534
QuickSort,Almost,33400,4,4440
QuickSort,Almost,33400,5,4613
IntroSort,Almost,33400,1,2572
IntroSort,Almost,33400,2,2472
IntroSort,Almost,33400,3,2529
IntroSort,Almost,33400,4,2552
IntroSort,Almost,33400,5,2469
QuickSort,Almost,33500,1,4704
QuickSort,Almost,33500,2,4475
QuickSort,Almost,33500,3,4536
QuickSort,Almost,33500,4,4641
QuickSort,Almost,33500,5,4577
IntroSort,Almost,33500,1,2669
IntroSort,Almost,33500,2,2501
IntroSort,Almost,33500,3,2519
IntroSort,Almost,33500,4,2451
IntroSort,Almost,33500,5,2465
QuickSort,Almost,33600,1,4634
QuickSort,Almost,33600,2,4495
QuickSort,Almost,33600,3,4614
QuickSort,Almost,33600,4,4580
QuickSort,Almost,33600,5,4622
IntroSort,Almost,33600,1,2418
IntroSort,Almost,33600,2,2433
IntroSort,Almost,33600,3,2639
IntroSort,Almost,33600,4,2432
IntroSort,Almost,33600,5,2533
QuickSort,Almost,33700,1,4587
QuickSort,Almost,33700,2,4544
QuickSort,Almost,33700,3,4416
QuickSort,Almost,33700,4,4595
QuickSort,Almost,33700,5,4521
IntroSort,Almost,33700,1,2440
IntroSort,Almost,33700,2,2468
IntroSort,Almost,33700,3,2548
IntroSort,Almost,33700,4,2486
IntroSort,Almost,33700,5,2665
QuickSort,Almost,33800,1,4569
QuickSort,Almost,33800,2,4592
QuickSort,Almost,33800,3,4531
QuickSort,Almost,33800,4,4682
QuickSort,Almost,33800,5,4563
IntroSort,Almost,33800,1,2406
IntroSort,Almost,33800,2,2497
IntroSort,Almost,33800,3,2461
IntroSort,Almost,33800,4,2523
IntroSort,Almost,33800,5,2378
QuickSort,Almost,33900,1,4558
QuickSort,Almost,33900,2,4594
QuickSort,Almost,33900,3,4556
QuickSort,Almost,33900,4,4535
QuickSort,Almost,33900,5,4619
IntroSort,Almost,33900,1,2504
IntroSort,Almost,33900,2,2404
IntroSort,Almost,33900,3,2490
IntroSort,Almost,33900,4,2446
IntroSort,Almost,33900,5,2537
QuickSort,Almost,34000,1,4596
QuickSort,Almost,34000,2,4473
QuickSort,Almost,34000,3,4623
QuickSort,Almost,34000,4,4520
QuickSort,Almost,34000,5,4788
IntroSort,Almost,34000,1,2554
IntroSort,Almost,34000,2,2388
IntroSort,Almost,34000,3,2527
IntroSort,Almost,34000,4,2603
IntroSort,Almost,34000,5,2463
QuickSort,Almost,34100,1,4609
QuickSort,Almost,34100,2,4704
QuickSort,Almost,34100,3,4556
QuickSort,Almost,34100,4,4588
QuickSort,Almost,34100,5,4750
IntroSort,Almost,34100,1,2592
IntroSort,Almost,34100,2,2706
IntroSort,Almost,34100,3,2436
IntroSort,Almost,34100,4,2429
IntroSort,Almost,34100,5,2463
QuickSort,Almost,34200,1,4622
QuickSort,Almost,34200,2,4634
QuickSort,Almost,34200,3,4733
QuickSort,Almost,34200,4,4621
QuickSort,Almost,34200,5,4715
IntroSort,Almost,34200,1,2465
IntroSort,Almost,34200,2,2442
IntroSort,Almost,34200,3,2531
IntroSort,Almost,34200,4,2459
IntroSort,Almost,34200,5,2391
QuickSort,Almost,34300,1,4485
QuickSort,Almost,34300,2,4584
QuickSort,Almost,34300,3,4615
QuickSort,Almost,34300,4,4528
QuickSort,Almost,34300,5,4677
IntroSort,Almost,34300,1,2478
IntroSort,Almost,34300,2,2686
IntroSort,Almost,34300,3,2538
IntroSort,Almost,34300,4,2528
IntroSort,Almost,34300,5,2394
QuickSort,Almost,34400,1,4834
QuickSort,Almost,34400,2,4632
QuickSort,Almost,34400,3,4832
QuickSort,Almost,34400,4,4769
QuickSort,Almost,34400,5,4802
IntroSort,Almost,34400,1,2624
IntroSort,Almost,34400,2,2594
IntroSort,Almost,34400,3,2610
IntroSort,Almost,34400,4,2432
IntroSort,Almost,34400,5,2514
QuickSort,Almost,34500,1,4738
QuickSort,Almost,34500,2,4739
QuickSort,Almost,34500,3,4618
QuickSort,Almost,34500,4,4657
QuickSort,Almost,34500,5,4687
IntroSort,Almost,34500,1,2583
IntroSort,Almost,34500,2,2518
IntroSort,Almost,34500,3,2510
IntroSort,Almost,34500,4,2501
IntroSort,Almost,34500,5,2467
QuickSort,Almost,34600,1,4765
QuickSort,Almost,34600,2,4688
QuickSort,Almost,34600,3,4696
QuickSort,Almost,34600,4,4719
QuickSort,Almost,34600,5,4667
IntroSort,Almost,34600,1,2651
IntroSort,Almost,34600,2,2647
IntroSort,Almost,34600,3,2585
IntroSort,Almost,34600,4,2500
IntroSort,Almost,34600,5,2496
QuickSort,Almost,34700,1,4764
QuickSort,Almost,34700,2,4692
QuickSort,Almost,34700,3,4777
QuickSort,Almost,34700,4,4838
QuickSort,Almost,34700,5,4752
IntroSort,Almost,34700,1,2506
IntroSort,Almost,34700,2,2782
IntroSort,Almost,34700,3,2504
IntroSort,Almost,34700,4,2507
IntroSort,Almost,34700,5,2664
QuickSort,Almost,34800,1,4762
QuickSort,Almost,34800,2,4869
QuickSort,Almost,34800,3,4904
QuickSort,Almost,34800,4,4712
QuickSort,Almost,34800,5,4777
IntroSort,Almost,34800,1,2604
IntroSort,Almost,34800,2,2588
IntroSort,Almost,34800,3,2562
IntroSort,Almost,34800,4,2581
IntroSort,Almost,34800,5,2498
QuickSort,Almost,34900,1,4865
QuickSort,Almost,34900,2,4752
QuickSort,Almost,34900,3,4733
QuickSort,Almost,34900,4,4656
QuickSort,Almost,34900,5,4741
IntroSort,Almost,34900,1,2531
IntroSort,Almost,34900,2,2615
IntroSort,Almost,34900,3,2596
IntroSort,Almost,34900,4,2634
IntroSort,Almost,34900,5,2695
QuickSort,Almost,35000,1,4771
QuickSort,Almost,35000,2,4861
QuickSort,Almost,35000,3,4838
QuickSort,Almost,35000,4,4826
QuickSort,Almost,35000,5,4735
IntroSort,Almost,35000,1,2691
IntroSort,Almost,35000,2,2727
IntroSort,Almost,35000,3,2618
IntroSort,Almost,35000,4,2569
IntroSort,Almost,35000,5,2564
QuickSort,Almost,35100,1,4903
QuickSort,Almost,35100,2,4776
QuickSort,Almost,35100,3,4889
QuickSort,Almost,35100,4,4859
QuickSort,Almost,35100,5,4842
IntroSort,Almost,35100,1,2700
IntroSort,Almost,35100,2,2630
IntroSort,Almost,35100,3,2541
IntroSort,Almost,35100,4,2572
IntroSort,Almost,35100,5,2611
QuickSort,Almost,35200,1,4956
QuickSort,Almost,35200,2,4849
QuickSort,Almost,35200,3,4709
QuickSort,Almost,35200,4,4834
QuickSort,Almost,35200,5,4894
IntroSort,Almost,35200,1,2725
IntroSort,Almost,35200,2,2596
IntroSort,Almost,35200,3,2630
IntroSort,Almost,35200,4,2509
IntroSort,Almost,35200,5,2666
QuickSort,Almost,35300,1,4785
QuickSort,Almost,35300,2,4793
QuickSort,Almost,35300,3,4804
QuickSort,Almost,35300,4,4927
QuickSort,Almost,35300,5,4775
IntroSort,Almost,35300,1,2677
IntroSort,Almost,35300,2,2729
IntroSort,Almost,35300,3,2558
IntroSort,Almost,35300,4,2665
IntroSort,Almost,35300,5,2729
QuickSort,Almost,35400,1,5135
QuickSort,Almost,35400,2,4809
QuickSort,Almost,35400,3,4952
QuickSort,Almost,35400,4,4856
QuickSort,Almost,35400,5,4743
IntroSort,Almost,35400,1,2835
IntroSort,Almost,35400,2,2701
IntroSort,Almost,35400,3,2535
IntroSort,Almost,35400,4,2671
IntroSort,Almost,35400,5,2670
QuickSort,Almost,35500,1,4982
QuickSort,Almost,35500,2,4914
QuickSort,Almost,35500,3,4859
QuickSort,Almost,35500,4,4773
QuickSort,Almost,35500,5,4917
IntroSort,Almost,35500,1,2602
IntroSort,Almost,35500,2,2497
IntroSort,Almost,35500,3,2547
IntroSort,Almost,35500,4,2807
IntroSort,Almost,35500,5,2819
QuickSort,Almost,35600,1,4810
QuickSort,Almost,35600,2,5062
QuickSort,Almost,35600,3,4893
QuickSort,Almost,35600,4,4909
QuickSort,Almost,35600,5,4867
IntroSort,Almost,35600,1,2620
IntroSort,Almost,35600,2,2714
IntroSort,Almost,35600,3,2548
IntroSort,Almost,35600,4,2713
IntroSort,Almost,35600,5,2714
QuickSort,Almost,35700,1,4880
QuickSort,Almost,35700,2,4944
QuickSort,Almost,35700,3,5120
QuickSort,Almost,35700,4,4761
QuickSort,Almost,35700,5,4930
IntroSort,Almost,35700,1,2704
IntroSort,Almost,35700,2,2672
IntroSort,Almost,35700,3,2680
IntroSort,Almost,35700,4,2642
IntroSort,Almost,35700,5,2734
QuickSort,Almost,35800,1,4960
QuickSort,Almost,35800,2,5161
QuickSort,Almost,35800,3,5009
QuickSort,Almost,35800,4,4890
QuickSort,Almost,35800,5,4948
IntroSort,Almost,35800,1,2876
IntroSort,Almost,35800,2,2822
IntroSort,Almost,35800,3,2825
IntroSort,Almost,35800,4,2816
IntroSort,Almost,35800,5,2597
QuickSort,Almost,35900,1,4959
QuickSort,Almost,35900,2,5106
QuickSort,Almost,35900,3,4958
QuickSort,Almost,35900,4,5044
QuickSort,Almost,35900,5,5068
IntroSort,Almost,35900,1,2705
IntroSort,Almost,35900,2,2790
IntroSort,Almost,35900,3,2692
IntroSort,Almost,35900,4,2575
IntroSort,Almost,35900,5,2682
QuickSort,Almost,36000,1,4938
QuickSort,Almost,36000,2,4984
QuickSort,Almost,36000,3,5054
QuickSort,Almost,36000,4,5134
QuickSort,Almost,36000,5,4950
IntroSort,Almost,36000,1,2653
IntroSort,Almost,36000,2,2720
IntroSort,Almost,36000,3,2845
IntroSort,Almost,36000,4,2604
IntroSort,Almost,36000,5,2827
QuickSort,Almost,36100,1,5076
QuickSort,Almost,36100,2,4910
QuickSort,Almost,36100,3,5071
QuickSort,Almost,36100,4,4990
QuickSort,Almost,36100,5,5090
IntroSort,Almost,36100,1,2622
IntroSort,Almost,36100,2,3034
IntroSort,Almost,36100,3,2809
IntroSort,Almost,36100,4,2704
IntroSort,Almost,36100,5,2822
QuickSort,Almost,36200,1,5055
QuickSort,Almost,36200,2,4964
QuickSort,Almost,36200,3,5025
QuickSort,Almost,36200,4,5070
QuickSort,Almost,36200,5,4934
IntroSort,Almost,36200,1,2597
IntroSort,Almost,36200,2,2747
IntroSort,Almost,36200,3,2699
IntroSort,Almost,36200,4,2801
IntroSort,Almost,36200,5,2737
QuickSort,Almost,36300,1,5253
QuickSort,Almost,36300,2,5326
QuickSort,Almost,36300,3,4928
QuickSort,Almost,36300,4,4812
QuickSort,Almost,36300,5,5054
IntroSort,Almost,36300,1,2653
IntroSort,Almost,36300,2,2645
IntroSort,Almost,36300,3,2630
IntroSort,Almost,36300,4,2771
IntroSort,Almost,36300,5,2717
QuickSort,Almost,36400,1,5024
QuickSort,Almost,36400,2,4991
QuickSort,Almost,36400,3,4935
QuickSort,Almost,36400,4,5119
QuickSort,Almost,36400,5,4958
IntroSort,Almost,36400,1,2629
IntroSort,Almost,36400,2,2768
IntroSort,Almost,36400,3,2894
IntroSort,Almost,36400,4,2727
IntroSort,Almost,36400,5,2742
QuickSort,Almost,36500,1,5015
QuickSort,Almost,36500,2,4915
QuickSort,Almost,36500,3,4996
QuickSort,Almost,36500,4,5072
QuickSort,Almost,36500,5,4928
IntroSort,Almost,36500,1,2714
IntroSort,Almost,36500,2,2850
IntroSort,Almost,36500,3,2702
IntroSort,Almost,36500,4,2851
IntroSort,Almost,36500,5,2709
QuickSort,Almost,36600,1,5072
QuickSort,Almost,36600,2,4956
QuickSort,Almost,36600,3,4963
QuickSort,Almost,36600,4,5029
QuickSort,Almost,36600,5,5038
IntroSort,Almost,36600,1,2737
IntroSort,Almost,36600,2,2650
IntroSort,Almost,36600,3,2941
IntroSort,Almost,36600,4,2821
IntroSort,Almost,36600,5,2718
QuickSort,Almost,36700,1,4790
QuickSort,Almost,36700,2,4945
QuickSort,Almost,36700,3,4936
QuickSort,Almost,36700,4,4981
QuickSort,Almost,36700,5,5054
IntroSort,Almost,36700,1,2802
IntroSort,Almost,36700,2,2675
IntroSort,Almost,36700,3,2667
IntroSort,Almost,36700,4,2704
IntroSort,Almost,36700,5,2823
QuickSort,Almost,36800,1,5021
QuickSort,Almost,36800,2,5027
QuickSort,Almost,36800,3,5010
QuickSort,Almost,36800,4,4886
QuickSort,Almost,36800,5,5237
IntroSort,Almost,36800,1,2672
IntroSort,Almost,36800,2,2814
IntroSort,Almost,36800,3,2694
IntroSort,Almost,36800,4,2854
IntroSort,Almost,36800,5,2839
QuickSort,Almost,36900,1,5197
QuickSort,Almost,36900,2,5008
QuickSort,Almost,36900,3,5078
QuickSort,Almost,36900,4,4864
QuickSort,Almost,36900,5,4914
IntroSort,Almost,36900,1,2756
IntroSort,Almost,36900,2,2899
IntroSort,Almost,36900,3,2807
IntroSort,Almost,36900,4,2753
IntroSort,Almost,36900,5,2579
QuickSort,Almost,37000,1,4994
QuickSort,Almost,37000,2,4922
QuickSort,Almost,37000,3,4936
QuickSort,Almost,37000,4,5111
QuickSort,Almost,37000,5,5092
IntroSort,Almost,37000,1,2795
IntroSort,Almost,37000,2,2664
IntroSort,Almost,37000,3,2751
IntroSort,Almost,37000,4,2934
IntroSort,Almost,37000,5,2720
QuickSort,Almost,37100,1,5226
QuickSort,Almost,37100,2,5028
QuickSort,Almost,37100,3,5211
QuickSort,Almost,37100,4,4929
QuickSort,Almost,37100,5,5099
IntroSort,Almost,37100,1,2769
IntroSort,Almost,37100,2,2871
IntroSort,Almost,37100,3,2750
IntroSort,Almost,37100,4,3061
IntroSort,Almost,37100,5,2658
QuickSort,Almost,37200,1,5051
QuickSort,Almost,37200,2,5015
QuickSort,Almost,37200,3,5275
QuickSort,Almost,37200,4,4971
QuickSort,Almost,37200,5,5013
IntroSort,Almost,37200,1,2793
IntroSort,Almost,37200,2,2772
IntroSort,Almost,37200,3,2725
IntroSort,Almost,37200,4,2859
IntroSort,Almost,37200,5,2666
QuickSort,Almost,37300,1,5145
QuickSort,Almost,37300,2,5156
QuickSort,Almost,37300,3,5013
QuickSort,Almost,37300,4,5050
QuickSort,Almost,37300,5,5026
IntroSort,Almost,37300,1,2723
IntroSort,Almost,37300,2,2918
IntroSort,Almost,37300,3,2839
IntroSort,Almost,37300,4,2861
IntroSort,Almost,37300,5,2757
QuickSort,Almost,37400,1,5165
QuickSort,Almost,37400,2,5292
QuickSort,Almost,37400,3,5061
QuickSort,Almost,37400,4,4986
QuickSort,Almost,37400,5,5085
IntroSort,Almost,37400,1,2779
IntroSort,Almost,37400,2,2860
IntroSort,Almost,37400,3,2828
IntroSort,Almost,37400,4,2789
IntroSort,Almost,37400,5,2704
QuickSort,Almost,37500,1,5003
QuickSort,Almost,37500,2,5236
QuickSort,Almost,37500,3,5301
QuickSort,Almost,37500,4,5180
QuickSort,Almost,37500,5,5070
IntroSort,Almost,37500,1,2824
IntroSort,Almost,37500,2,2787
IntroSort,Almost,37500,3,2738
IntroSort,Almost,37500,4,2780
IntroSort,Almost,37500,5,2778
QuickSort,Almost,37600,1,4935
QuickSort,Almost,37600,2,5132
QuickSort,Almost,37600,3,5006
QuickSort,Almost,37600,4,5150
QuickSort,Almost,37600,5,5032
IntroSort,Almost,37600,1,2783
IntroSort,Almost,37600,2,2881
IntroSort,Almost,37600,3,2749
IntroSort,Almost,37600,4,3065
IntroSort,Almost,37600,5,2782
QuickSort,Almost,37700,1,5180
QuickSort,Almost,37700,2,5071
QuickSort,Almost,37700,3,5096
QuickSort,Almost,37700,4,5082
QuickSort,Almost,37700,5,5005
IntroSort,Almost,37700,1,2804
IntroSort,Almost,37700,2,2904
IntroSort,Almost,37700,3,2948
IntroSort,Almost,37700,4,2856
IntroSort,Almost,37700,5,2830
QuickSort,Almost,37800,1,5167
QuickSort,Almost,37800,2,5159
QuickSort,Almost,37800,3,5076
QuickSort,Almost,37800,4,5178
QuickSort,Almost,37800,5,5141
IntroSort,Almost,37800,1,2815
IntroSort,Almost,37800,2,2773
IntroSort,Almost,37800,3,2859
IntroSort,Almost,37800,4,2883
IntroSort,Almost,37800,5,2828
QuickSort,Almost,37900,1,5119
QuickSort,Almost,37900,2,5114
QuickSort,Almost,37900,3,5082
QuickSort,Almost,37900,4,5236
QuickSort,Almost,37900,5,5078
IntroSort,Almost,37900,1,2812
IntroSort,Almost,37900,2,2770
IntroSort,Almost,37900,3,2769
IntroSort,Almost,37900,4,2774
IntroSort,Almost,37900,5,2847
QuickSort,Almost,38000,1,5166
QuickSort,Almost,38000,2,5151
QuickSort,Almost,38000,3,5201
QuickSort,Almost,38000,4,4995
QuickSort,Almost,38000,5,5231
IntroSort,Almost,38000,1,2922
IntroSort,Almost,38000,2,2902
IntroSort,Almost,38000,3,2803
IntroSort,Almost,38000,4,2845
IntroSort,Almost,38000,5,2869
QuickSort,Almost,38100,1,5428
QuickSort,Almost,38100,2,5244
QuickSort,Almost,38100,3,5131
QuickSort,Almost,38100,4,5221
QuickSort,Almost,38100,5,5094
IntroSort,Almost,38100,1,2711
IntroSort,Almost,38100,2,2811
IntroSort,Almost,38100,3,2885
IntroSort,Almost,38100,4,2856
IntroSort,Almost,38100,5,2789
QuickSort,Almost,38200,1,5075
QuickSort,Almost,38200,2,5266
QuickSort,Almost,38200,3,5247
QuickSort,Almost,38200,4,5207
QuickSort,Almost,38200,5,5209
IntroSort,Almost,38200,1,2809
IntroSort,Almost,38200,2,2820
IntroSort,Almost,38200,3,2971
IntroSort,Almost,38200,4,2724
IntroSort,Almost,38200,5,2756
QuickSort,Almost,38300,1,5221
QuickSort,Almost,38300,2,5172
QuickSort,Almost,38300,3,5130
QuickSort,Almost,38300,4,5325
QuickSort,Almost,38300,5,5209
IntroSort,Almost,38300,1,2889
IntroSort,Almost,38300,2,2854
IntroSort,Almost,38300,3,2749
IntroSort,Almost,38300,4,2736
IntroSort,Almost,38300,5,2761
QuickSort,Almost,38400,1,5262
QuickSort,Almost,38400,2,5251
QuickSort,Almost,38400,3,5287
QuickSort,Almost,38400,4,5221
QuickSort,Almost,38400,5,5378
IntroSort,Almost,38400,1,2969
IntroSort,Almost,38400,2,2808
IntroSort,Almost,38400,3,2804
IntroSort,Almost,38400,4,2830
IntroSort,Almost,38400,5,2881
QuickSort,Almost,38500,1,5270
QuickSort,Almost,38500,2,5340
QuickSort,Almost,38500,3,5381
QuickSort,Almost,38500,4,5187
QuickSort,Almost,38500,5,5409
IntroSort,Almost,38500,1,2879
IntroSort,Almost,38500,2,2947
IntroSort,Almost,38500,3,2814
IntroSort,Almost,38500,4,2928
IntroSort,Almost,38500,5,2860
QuickSort,Almost,38600,1,5189
QuickSort,Almost,38600,2,5214
QuickSort,Almost,38600,3,5188
QuickSort,Almost,38600,4,5222
QuickSort,Almost,38600,5,5521
IntroSort,Almost,38600,1,2814
IntroSort,Almost,38600,2,2871
IntroSort,Almost,38600,3,2886
IntroSort,Almost,38600,4,2905
IntroSort,Almost,38600,5,2852
QuickSort,Almost,38700,1,5368
QuickSort,Almost,38700,2,5296
QuickSort,Almost,38700,3,5392
QuickSort,Almost,38700,4,5307
QuickSort,Almost,38700,5,5257
IntroSort,Almost,38700,1,2879
IntroSort,Almost,38700,2,2914
IntroSort,Almost,38700,3,2998
IntroSort,Almost,38700,4,2817
IntroSort,Almost,38700,5,2828
QuickSort,Almost,38800,1,5270
QuickSort,Almost,38800,2,5341
QuickSort,Almost,38800,3,5284
QuickSort,Almost,38800,4,5178
QuickSort,Almost,38800,5,5394
IntroSort,Almost,38800,1,2929
IntroSort,Almost,38800,2,2801
IntroSort,Almost,38800,3,2902
IntroSort,Almost,38800,4,3061
IntroSort,Almost,38800,5,2892
QuickSort,Almost,38900,1,5376
QuickSort,Almost,38900,2,5242
QuickSort,Almost,38900,3,5551
QuickSort,Almost,38900,4,5103
QuickSort,Almost,38900,5,5183
IntroSort,Almost,38900,1,2896
IntroSort,Almost,38900,2,3092
IntroSort,Almost,38900,3,2879
IntroSort,Almost,38900,4,2833
IntroSort,Almost,38900,5,2874
QuickSort,Almost,39000,1,5321
QuickSort,Almost,39000,2,5277
QuickSort,Almost,39000,3,5119
QuickSort,Almost,39000,4,5251
QuickSort,Almost,39000,5,5277
IntroSort,Almost,39000,1,2890
IntroSort,Almost,39000,2,3113
IntroSort,Almost,39000,3,2989
IntroSort,Almost,39000,4,2974
IntroSort,Almost,39000,5,3107
QuickSort,Almost,39100,1,5444
QuickSort,Almost,39100,2,5471
QuickSort,Almost,39100,3,5354
QuickSort,Almost,39100,4,5274
QuickSort,Almost,39100,5,5537
IntroSort,Almost,39100,1,3129
IntroSort,Almost,39100,2,2895
IntroSort,Almost,39100,3,3067
IntroSort,Almost,39100,4,3049
IntroSort,Almost,39100,5,2989
QuickSort,Almost,39200,1,5242
QuickSort,Almost,39200,2,5473
QuickSort,Almost,39200,3,5274
QuickSort,Almost,39200,4,5274
QuickSort,Almost,39200,5,5394
IntroSort,Almost,39200,1,2952
IntroSort,Almost,39200,2,2933
IntroSort,Almost,39200,3,2926
IntroSort,Almost,39200,4,2916
IntroSort,Almost,39200,5,2901
QuickSort,Almost,39300,1,5423
QuickSort,Almost,39300,2,5386
QuickSort,Almost,39300,3,5397
QuickSort,Almost,39300,4,5429
QuickSort,Almost,39300,5,5581
IntroSort,Almost,39300,1,2867
IntroSort,Almost,39300,2,3163
IntroSort,Almost,39300,3,3062
IntroSort,Almost,39300,4,3075
IntroSort,Almost,39300,5,2898
QuickSort,Almost,39400,1,5393
QuickSort,Almost,39400,2,5285
QuickSort,Almost,39400,3,5249
QuickSort,Almost,39400,4,5380
QuickSort,Almost,39400,5,5283
IntroSort,Almost,39400,1,2944
IntroSort,Almost,39400,2,2924
IntroSort,Almost,39400,3,2931
IntroSort,Almost,39400,4,2823
IntroSort,Almost,39400,5,3213
QuickSort,Almost,39500,1,5685
QuickSort,Almost,39500,2,5360
QuickSort,Almost,39500,3,5510
QuickSort,Almost,39500,4,5253
QuickSort,Almost,39500,5,5522
IntroSort,Almost,39500,1,3125
IntroSort,Almost,39500,2,3134
IntroSort,Almost,39500,3,3128
IntroSort,Almost,39500,4,2867
IntroSort,Almost,39500,5,2886
QuickSort,Almost,39600,1,5392
QuickSort,Almost,39600,2,5383
QuickSort,Almost,39600,3,5412
QuickSort,Almost,39600,4,5364
QuickSort,Almost,39600,5,5574
IntroSort,Almost,39600,1,2948
IntroSort,Almost,39600,2,2882
IntroSort,Almost,39600,3,2993
IntroSort,Almost,39600,4,2815
IntroSort,Almost,39600,5,2972
QuickSort,Almost,39700,1,5458
QuickSort,Almost,39700,2,5435
QuickSort,Almost,39700,3,5411
QuickSort,Almost,39700,4,5391
QuickSort,Almost,39700,5,5565
IntroSort,Almost,39700,1,3075
IntroSort,Almost,39700,2,3062
IntroSort,Almost,39700,3,2967
IntroSort,Almost,39700,4,3157
IntroSort,Almost,39700,5,2992
