Algorithm,category,size,trial,time_us
QuickSort,Reverse,88300,4,12584
QuickSort,Reverse,88300,5,12662
IntroSort,Reverse,88300,1,7058
IntroSort,Reverse,88300,2,7090
IntroSort,Reverse,88300,3,7316
IntroSort,Reverse,88300,4,7039
IntroSort,Reverse,88300,5,7121
QuickSort,Reverse,88400,1,12672
QuickSort,Reverse,88400,2,12789
QuickSort,Reverse,88400,3,12548
QuickSort,Reverse,88400,4,12832
QuickSort,Reverse,88400,5,12617
IntroSort,Reverse,88400,1,7190
IntroSort,Reverse,88400,2,7387
IntroSort,Reverse,88400,3,7124
IntroSort,Reverse,88400,4,7418
IntroSort,Reverse,88400,5,7199
QuickSort,Reverse,88500,1,12664
QuickSort,Reverse,88500,2,12708
QuickSort,Reverse,88500,3,12900
QuickSort,Reverse,88500,4,12896
QuickSort,Reverse,88500,5,13386
IntroSort,Reverse,88500,1,7372
IntroSort,Reverse,88500,2,7175
IntroSort,Reverse,88500,3,8013
IntroSort,Reverse,88500,4,7385
IntroSort,Reverse,88500,5,7220
QuickSort,Reverse,88600,1,12925
QuickSort,Reverse,88600,2,12590
QuickSort,Reverse,88600,3,12664
QuickSort,Reverse,88600,4,12685
QuickSort,Reverse,88600,5,13448
IntroSort,Reverse,88600,1,7515
IntroSort,Reverse,88600,2,7215
IntroSort,Reverse,88600,3,7021
IntroSort,Reverse,88600,4,7114
IntroSort,Reverse,88600,5,6772
QuickSort,Reverse,88700,1,12271
QuickSort,Reverse,88700,2,12954
QuickSort,Reverse,88700,3,12238
QuickSort,Reverse,88700,4,12167
QuickSort,Reverse,88700,5,12768
IntroSort,Reverse,88700,1,7100
IntroSort,Reverse,88700,2,7382
IntroSort,Reverse,88700,3,6931
IntroSort,Reverse,88700,4,7405
IntroSort,Reverse,88700,5,6962
QuickSort,Reverse,88800,1,12852
QuickSort,Reverse,88800,2,12496
QuickSort,Reverse,88800,3,12640
QuickSort,Reverse,88800,4,12825
QuickSort,Reverse,88800,5,12986
IntroSort,Reverse,88800,1,7088
IntroSort,Reverse,88800,2,7093
IntroSort,Reverse,88800,3,7093
IntroSort,Reverse,88800,4,7475
IntroSort,Reverse,88800,5,7313
QuickSort,Reverse,88900,1,13410
QuickSort,Reverse,88900,2,12812
QuickSort,Reverse,88900,3,12781
QuickSort,Reverse,88900,4,13168
QuickSort,Reverse,88900,5,12695
IntroSort,Reverse,88900,1,7285
IntroSort,Reverse,88900,2,7133
IntroSort,Reverse,88900,3,7103
IntroSort,Reverse,88900,4,7341
IntroSort,Reverse,88900,5,7143
QuickSort,Reverse,89000,1,12865
QuickSort,Reverse,89000,2,13215
QuickSort,Reverse,89000,3,12642
QuickSort,Reverse,89000,4,12802
QuickSort,Reverse,89000,5,13150
IntroSort,Reverse,89000,1,7247
IntroSort,Reverse,89000,2,7637
IntroSort,Reverse,89000,3,7078
IntroSort,Reverse,89000,4,6968
IntroSort,Reverse,89000,5,7624
QuickSort,Reverse,89100,1,13188
QuickSort,Reverse,89100,2,13141
QuickSort,Reverse,89100,3,13082
QuickSort,Reverse,89100,4,12850
QuickSort,Reverse,89100,5,12978
IntroSort,Reverse,89100,1,7291
IntroSort,Reverse,89100,2,6829
IntroSort,Reverse,89100,3,7014
IntroSort,Reverse,89100,4,7195
IntroSort,Reverse,89100,5,7034
QuickSort,Reverse,89200,1,13524
QuickSort,Reverse,89200,2,12904
QuickSort,Reverse,89200,3,12458
QuickSort,Reverse,89200,4,12257
QuickSort,Reverse,89200,5,13315
IntroSort,Reverse,89200,1,7238
IntroSort,Reverse,89200,2,7235
IntroSort,Reverse,89200,3,7213
IntroSort,Reverse,89200,4,7649
IntroSort,Reverse,89200,5,7257
QuickSort,Reverse,89300,1,13169
QuickSort,Reverse,89300,2,12846
QuickSort,Reverse,89300,3,12768
QuickSort,Reverse,89300,4,13388
QuickSort,Reverse,89300,5,12846
IntroSort,Reverse,89300,1,7123
IntroSort,Reverse,89300,2,7517
IntroSort,Reverse,89300,3,7499
IntroSort,Reverse,89300,4,7237
IntroSort,Reverse,89300,5,7407
QuickSort,Reverse,89400,1,13477
QuickSort,Reverse,89400,2,12836
QuickSort,Reverse,89400,3,13029
QuickSort,Reverse,89400,4,13104
QuickSort,Reverse,89400,5,12982
IntroSort,Reverse,89400,1,7403
IntroSort,Reverse,89400,2,7555
IntroSort,Reverse,89400,3,7496
IntroSort,Reverse,89400,4,7375
IntroSort,Reverse,89400,5,7331
QuickSort,Reverse,89500,1,13284
QuickSort,Reverse,89500,2,13229
QuickSort,Reverse,89500,3,13508
QuickSort,Reverse,89500,4,12996
QuickSort,Reverse,89500,5,13514
IntroSort,Reverse,89500,1,7333
IntroSort,Reverse,89500,2,7336
IntroSort,Reverse,89500,3,7455
IntroSort,Reverse,89500,4,6830
IntroSort,Reverse,89500,5,7119
QuickSort,Reverse,89600,1,13196
QuickSort,Reverse,89600,2,12584
QuickSort,Reverse,89600,3,12646
QuickSort,Reverse,89600,4,13069
QuickSort,Reverse,89600,5,12521
IntroSort,Reverse,89600,1,6998
IntroSort,Reverse,89600,2,7024
IntroSort,Reverse,89600,3,7227
IntroSort,Reverse,89600,4,7276
IntroSort,Reverse,89600,5,6955
QuickSort,Reverse,89700,1,12834
QuickSort,Reverse,89700,2,12815
QuickSort,Reverse,89700,3,12819
QuickSort,Reverse,89700,4,12957
QuickSort,Reverse,89700,5,12911
IntroSort,Reverse,89700,1,7274
IntroSort,Reverse,89700,2,7281
IntroSort,Reverse,89700,3,7644
IntroSort,Reverse,89700,4,7236
IntroSort,Reverse,89700,5,7538
QuickSort,Reverse,89800,1,12931
QuickSort,Reverse,89800,2,13083
QuickSort,Reverse,89800,3,12937
QuickSort,Reverse,89800,4,12973
QuickSort,Reverse,89800,5,13356
IntroSort,Reverse,89800,1,7210
IntroSort,Reverse,89800,2,7144
IntroSort,Reverse,89800,3,7545
IntroSort,Reverse,89800,4,7353
IntroSort,Reverse,89800,5,7537
QuickSort,Reverse,89900,1,13021
QuickSort,Reverse,89900,2,12721
QuickSort,Reverse,89900,3,12984
QuickSort,Reverse,89900,4,12650
QuickSort,Reverse,89900,5,12889
IntroSort,Reverse,89900,1,7853
IntroSort,Reverse,89900,2,7325
IntroSort,Reverse,89900,3,7073
IntroSort,Reverse,89900,4,7380
IntroSort,Reverse,89900,5,7024
QuickSort,Reverse,90000,1,13188
QuickSort,Reverse,90000,2,12880
QuickSort,Reverse,90000,3,12764
QuickSort,Reverse,90000,4,12318
QuickSort,Reverse,90000,5,12884
IntroSort,Reverse,90000,1,7433
IntroSort,Reverse,90000,2,7462
IntroSort,Reverse,90000,3,6930
IntroSort,Reverse,90000,4,7185
IntroSort,Reverse,90000,5,7188
QuickSort,Reverse,90100,1,12641
QuickSort,Reverse,90100,2,13188
QuickSort,Reverse,90100,3,12562
QuickSort,Reverse,90100,4,12510
QuickSort,Reverse,90100,5,12638
IntroSort,Reverse,90100,1,7415
IntroSort,Reverse,90100,2,7930
IntroSort,Reverse,90100,3,7245
IntroSort,Reverse,90100,4,7034
IntroSort,Reverse,90100,5,7601
QuickSort,Reverse,90200,1,13150
QuickSort,Reverse,90200,2,13107
QuickSort,Reverse,90200,3,13946
QuickSort,Reverse,90200,4,13120
QuickSort,Reverse,90200,5,13157
IntroSort,Reverse,90200,1,7361
IntroSort,Reverse,90200,2,7200
IntroSort,Reverse,90200,3,7300
IntroSort,Reverse,90200,4,7399
IntroSort,Reverse,90200,5,7196
QuickSort,Reverse,90300,1,13064
QuickSort,Reverse,90300,2,13155
QuickSort,Reverse,90300,3,13248
QuickSort,Reverse,90300,4,14142
QuickSort,Reverse,90300,5,13402
IntroSort,Reverse,90300,1,7048
IntroSort,Reverse,90300,2,7111
IntroSort,Reverse,90300,3,7398
IntroSort,Reverse,90300,4,7426
IntroSort,Reverse,90300,5,7402
QuickSort,Reverse,90400,1,12845
QuickSort,Reverse,90400,2,13145
QuickSort,Reverse,90400,3,13040
QuickSort,Reverse,90400,4,13250
QuickSort,Reverse,90400,5,13183
IntroSort,Reverse,90400,1,7158
IntroSort,Reverse,90400,2,7283
IntroSort,Reverse,90400,3,7285
IntroSort,Reverse,90400,4,7672
IntroSort,Reverse,90400,5,7291
QuickSort,Reverse,90500,1,12612
QuickSort,Reverse,90500,2,12688
QuickSort,Reverse,90500,3,12735
QuickSort,Reverse,90500,4,13220
QuickSort,Reverse,90500,5,12411
IntroSort,Reverse,90500,1,7259
IntroSort,Reverse,90500,2,7383
IntroSort,Reverse,90500,3,7398
IntroSort,Reverse,90500,4,6966
IntroSort,Reverse,90500,5,7641
QuickSort,Reverse,90600,1,13430
QuickSort,Reverse,90600,2,13180
QuickSort,Reverse,90600,3,13220
QuickSort,Reverse,90600,4,12994
QuickSort,Reverse,90600,5,13479
IntroSort,Reverse,90600,1,7476
IntroSort,Reverse,90600,2,7052
IntroSort,Reverse,90600,3,7320
IntroSort,Reverse,90600,4,7948
IntroSort,Reverse,90600,5,7232
QuickSort,Reverse,90700,1,13164
QuickSort,Reverse,90700,2,12952
QuickSort,Reverse,90700,3,13055
QuickSort,Reverse,90700,4,13342
QuickSort,Reverse,90700,5,13089
IntroSort,Reverse,90700,1,7158
IntroSort,Reverse,90700,2,7322
IntroSort,Reverse,90700,3,7738
IntroSort,Reverse,90700,4,7337
IntroSort,Reverse,90700,5,7450
QuickSort,Reverse,90800,1,12914
QuickSort,Reverse,90800,2,13410
QuickSort,Reverse,90800,3,13250
QuickSort,Reverse,90800,4,13035
QuickSort,Reverse,90800,5,13068
IntroSort,Reverse,90800,1,7248
IntroSort,Reverse,90800,2,7527
IntroSort,Reverse,90800,3,7174
IntroSort,Reverse,90800,4,7480
IntroSort,Reverse,90800,5,7414
QuickSort,Reverse,90900,1,13010
QuickSort,Reverse,90900,2,13474
QuickSort,Reverse,90900,3,13425
QuickSort,Reverse,90900,4,13369
QuickSort,Reverse,90900,5,12756
IntroSort,Reverse,90900,1,7045
IntroSort,Reverse,90900,2,7257
IntroSort,Reverse,90900,3,7296
IntroSort,Reverse,90900,4,7062
IntroSort,Reverse,90900,5,7410
QuickSort,Reverse,91000,1,12331
QuickSort,Reverse,91000,2,13110
QuickSort,Reverse,91000,3,12980
QuickSort,Reverse,91000,4,12585
QuickSort,Reverse,91000,5,13260
IntroSort,Reverse,91000,1,7949
IntroSort,Reverse,91000,2,7376
IntroSort,Reverse,91000,3,7830
IntroSort,Reverse,91000,4,7365
IntroSort,Reverse,91000,5,7511
QuickSort,Reverse,91100,1,13401
QuickSort,Reverse,91100,2,13179
QuickSort,Reverse,91100,3,13159
QuickSort,Reverse,91100,4,13111
QuickSort,Reverse,91100,5,13349
IntroSort,Reverse,91100,1,7828
IntroSort,Reverse,91100,2,7422
IntroSort,Reverse,91100,3,7122
IntroSort,Reverse,91100,4,7185
IntroSort,Reverse,91100,5,7232
QuickSort,Reverse,91200,1,13225
QuickSort,Reverse,91200,2,13319
QuickSort,Reverse,91200,3,13665
QuickSort,Reverse,91200,4,13312
QuickSort,Reverse,91200,5,13337
IntroSort,Reverse,91200,1,7803
IntroSort,Reverse,91200,2,7964
IntroSort,Reverse,91200,3,7658
IntroSort,Reverse,91200,4,7704
IntroSort,Reverse,91200,5,7284
QuickSort,Reverse,91300,1,13129
QuickSort,Reverse,91300,2,13261
QuickSort,Reverse,91300,3,13262
QuickSort,Reverse,91300,4,13220
QuickSort,Reverse,91300,5,13256
IntroSort,Reverse,91300,1,7393
IntroSort,Reverse,91300,2,7387
IntroSort,Reverse,91300,3,7366
IntroSort,Reverse,91300,4,7075
IntroSort,Reverse,91300,5,7323
QuickSort,Reverse,91400,1,13836
QuickSort,Reverse,91400,2,13632
QuickSort,Reverse,91400,3,13075
QuickSort,Reverse,91400,4,12835
QuickSort,Reverse,91400,5,12717
IntroSort,Reverse,91400,1,8072
IntroSort,Reverse,91400,2,7036
IntroSort,Reverse,91400,3,7526
IntroSort,Reverse,91400,4,7474
IntroSort,Reverse,91400,5,7456
QuickSort,Reverse,91500,1,13459
QuickSort,Reverse,91500,2,13364
QuickSort,Reverse,91500,3,13647
QuickSort,Reverse,91500,4,13566
QuickSort,Reverse,91500,5,13352
IntroSort,Reverse,91500,1,7579
IntroSort,Reverse,91500,2,8139
IntroSort,Reverse,91500,3,7380
IntroSort,Reverse,91500,4,7259
IntroSort,Reverse,91500,5,7240
QuickSort,Reverse,91600,1,13542
QuickSort,Reverse,91600,2,13377
QuickSort,Reverse,91600,3,14057
QuickSort,Reverse,91600,4,13509
QuickSort,Reverse,91600,5,13645
IntroSort,Reverse,91600,1,7887
IntroSort,Reverse,91600,2,7763
IntroSort,Reverse,91600,3,7597
IntroSort,Reverse,91600,4,7818
IntroSort,Reverse,91600,5,8097
QuickSort,Reverse,91700,1,13400
QuickSort,Reverse,91700,2,14116
QuickSort,Reverse,91700,3,13105
QuickSort,Reverse,91700,4,13313
QuickSort,Reverse,91700,5,13787
IntroSort,Reverse,91700,1,7595
IntroSort,Reverse,91700,2,7271
IntroSort,Reverse,91700,3,7807
IntroSort,Reverse,91700,4,7446
IntroSort,Reverse,91700,5,7622
QuickSort,Reverse,91800,1,13814
QuickSort,Reverse,91800,2,13837
QuickSort,Reverse,91800,3,12744
QuickSort,Reverse,91800,4,12970
QuickSort,Reverse,91800,5,13958
IntroSort,Reverse,91800,1,7546
IntroSort,Reverse,91800,2,7567
IntroSort,Reverse,91800,3,7806
IntroSort,Reverse,91800,4,7255
IntroSort,Reverse,91800,5,7392
QuickSort,Reverse,91900,1,13244
QuickSort,Reverse,91900,2,12911
QuickSort,Reverse,91900,3,13900
QuickSort,Reverse,91900,4,13203
QuickSort,Reverse,91900,5,13457
IntroSort,Reverse,91900,1,7810
IntroSort,Reverse,91900,2,7474
IntroSort,Reverse,91900,3,7847
IntroSort,Reverse,91900,4,7718
IntroSort,Reverse,91900,5,7490
QuickSort,Reverse,92000,1,13539
QuickSort,Reverse,92000,2,13500
QuickSort,Reverse,92000,3,13171
QuickSort,Reverse,92000,4,13756
QuickSort,Reverse,92000,5,14046
IntroSort,Reverse,92000,1,7343
IntroSort,Reverse,92000,2,7285
IntroSort,Reverse,92000,3,7494
IntroSort,Reverse,92000,4,7714
IntroSort,Reverse,92000,5,7577
QuickSort,Reverse,92100,1,13258
QuickSort,Reverse,92100,2,13360
QuickSort,Reverse,92100,3,13589
QuickSort,Reverse,92100,4,13259
QuickSort,Reverse,92100,5,13336
IntroSort,Reverse,92100,1,7400
IntroSort,Reverse,92100,2,7357
IntroSort,Reverse,92100,3,7626
IntroSort,Reverse,92100,4,7679
IntroSort,Reverse,92100,5,7652
QuickSort,Reverse,92200,1,13441
QuickSort,Reverse,92200,2,13413
QuickSort,Reverse,92200,3,13102
QuickSort,Reverse,92200,4,13179
QuickSort,Reverse,92200,5,12846
IntroSort,Reverse,92200,1,7668
IntroSort,Reverse,92200,2,6988
IntroSort,Reverse,92200,3,7565
IntroSort,Reverse,92200,4,7206
IntroSort,Reverse,92200,5,7328
QuickSort,Reverse,92300,1,13818
QuickSort,Reverse,92300,2,13033
QuickSort,Reverse,92300,3,12790
QuickSort,Reverse,92300,4,12728
QuickSort,Reverse,92300,5,13538
IntroSort,Reverse,92300,1,7450
IntroSort,Reverse,92300,2,7953
IntroSort,Reverse,92300,3,7401
IntroSort,Reverse,92300,4,7597
IntroSort,Reverse,92300,5,7630
QuickSort,Reverse,92400,1,13675
QuickSort,Reverse,92400,2,13177
QuickSort,Reverse,92400,3,13310
QuickSort,Reverse,92400,4,13409
QuickSort,Reverse,92400,5,13742
IntroSort,Reverse,92400,1,7638
IntroSort,Reverse,92400,2,7615
IntroSort,Reverse,92400,3,7422
IntroSort,Reverse,92400,4,7565
IntroSort,Reverse,92400,5,7498
QuickSort,Reverse,92500,1,13493
QuickSort,Reverse,92500,2,13429
QuickSort,Reverse,92500,3,13204
QuickSort,Reverse,92500,4,13226
QuickSort,Reverse,92500,5,13463
IntroSort,Reverse,92500,1,7648
IntroSort,Reverse,92500,2,7522
IntroSort,Reverse,92500,3,7458
IntroSort,Reverse,92500,4,7617
IntroSort,Reverse,92500,5,7763
QuickSort,Reverse,92600,1,13754
QuickSort,Reverse,92600,2,13721
QuickSort,Reverse,92600,3,13661
QuickSort,Reverse,92600,4,13493
QuickSort,Reverse,92600,5,13546
IntroSort,Reverse,92600,1,7335
IntroSort,Reverse,92600,2,7196
IntroSort,Reverse,92600,3,7683
IntroSort,Reverse,92600,4,7967
IntroSort,Reverse,92600,5,8357
QuickSort,Reverse,92700,1,12930
QuickSort,Reverse,92700,2,12556
QuickSort,Reverse,92700,3,13260
QuickSort,Reverse,92700,4,13719
QuickSort,Reverse,92700,5,13340
IntroSort,Reverse,92700,1,7232
IntroSort,Reverse,92700,2,7301
IntroSort,Reverse,92700,3,7050
IntroSort,Reverse,92700,4,7065
IntroSort,Reverse,92700,5,7410
QuickSort,Reverse,92800,1,13261
QuickSort,Reverse,92800,2,13278
QuickSort,Reverse,92800,3,13188
QuickSort,Reverse,92800,4,13732
QuickSort,Reverse,92800,5,13619
IntroSort,Reverse,92800,1,7283
IntroSort,Reverse,92800,2,7469
IntroSort,Reverse,92800,3,7750
IntroSort,Reverse,92800,4,7620
IntroSort,Reverse,92800,5,7619
QuickSort,Reverse,92900,1,13271
QuickSort,Reverse,92900,2,13747
QuickSort,Reverse,92900,3,13294
QuickSort,Reverse,92900,4,13414
QuickSort,Reverse,92900,5,13193
IntroSort,Reverse,92900,1,7496
IntroSort,Reverse,92900,2,7363
IntroSort,Reverse,92900,3,7739
IntroSort,Reverse,92900,4,7457
IntroSort,Reverse,92900,5,7738
QuickSort,Reverse,93000,1,13125
QuickSort,Reverse,93000,2,13619
QuickSort,Reverse,93000,3,13052
QuickSort,Reverse,93000,4,13698
QuickSort,Reverse,93000,5,13122
IntroSort,Reverse,93000,1,7896
IntroSort,Reverse,93000,2,7527
IntroSort,Reverse,93000,3,7489
IntroSort,Reverse,93000,4,7539
IntroSort,Reverse,93000,5,7568
QuickSort,Reverse,93100,1,13312
QuickSort,Reverse,93100,2,13821
QuickSort,Reverse,93100,3,13803
QuickSort,Reverse,93100,4,12970
QuickSort,Reverse,93100,5,13176
IntroSort,Reverse,93100,1,7605
IntroSort,Reverse,93100,2,7269
IntroSort,Reverse,93100,3,7486
IntroSort,Reverse,93100,4,7737
IntroSort,Reverse,93100,5,7367
QuickSort,Reverse,93200,1,13072
QuickSort,Reverse,93200,2,12945
QuickSort,Reverse,93200,3,13521
QuickSort,Reverse,93200,4,13568
QuickSort,Reverse,93200,5,13272
IntroSort,Reverse,93200,1,7505
IntroSort,Reverse,93200,2,7893
IntroSort,Reverse,93200,3,7731
IntroSort,Reverse,93200,4,7329
IntroSort,Reverse,93200,5,7439
QuickSort,Reverse,93300,1,13385
QuickSort,Reverse,93300,2,13763
QuickSort,Reverse,93300,3,13559
QuickSort,Reverse,93300,4,13306
QuickSort,Reverse,93300,5,14207
IntroSort,Reverse,93300,1,7607
IntroSort,Reverse,93300,2,7713
IntroSort,Reverse,93300,3,8159
IntroSort,Reverse,93300,4,7765
IntroSort,Reverse,93300,5,7762
QuickSort,Reverse,93400,1,13491
QuickSort,Reverse,93400,2,13394
QuickSort,Reverse,93400,3,13871
QuickSort,Reverse,93400,4,13480
QuickSort,Reverse,93400,5,13655
IntroSort,Reverse,93400,1,7985
IntroSort,Reverse,93400,2,8109
IntroSort,Reverse,93400,3,7414
IntroSort,Reverse,93400,4,8179
IntroSort,Reverse,93400,5,7517
QuickSort,Reverse,93500,1,13765
QuickSort,Reverse,93500,2,13239
QuickSort,Reverse,93500,3,13292
QuickSort,Reverse,93500,4,13611
QuickSort,Reverse,93500,5,13321
IntroSort,Reverse,93500,1,7974
IntroSort,Reverse,93500,2,7670
IntroSort,Reverse,93500,3,7224
IntroSort,Reverse,93500,4,7205
IntroSort,Reverse,93500,5,7207
QuickSort,Reverse,93600,1,13205
QuickSort,Reverse,93600,2,13458
QuickSort,Reverse,93600,3,13000
QuickSort,Reverse,93600,4,13383
QuickSort,Reverse,93600,5,12988
IntroSort,Reverse,93600,1,7301
IntroSort,Reverse,93600,2,7612
IntroSort,Reverse,93600,3,7648
IntroSort,Reverse,93600,4,8241
IntroSort,Reverse,93600,5,7688
QuickSort,Reverse,93700,1,13557
QuickSort,Reverse,93700,2,13662
QuickSort,Reverse,93700,3,13337
QuickSort,Reverse,93700,4,14297
QuickSort,Reverse,93700,5,13434
IntroSort,Reverse,93700,1,7426
IntroSort,Reverse,93700,2,7514
IntroSort,Reverse,93700,3,7358
IntroSort,Reverse,93700,4,7589
IntroSort,Reverse,93700,5,7861
QuickSort,Reverse,93800,1,13504
QuickSort,Reverse,93800,2,13557
QuickSort,Reverse,93800,3,13461
QuickSort,Reverse,93800,4,13529
QuickSort,Reverse,93800,5,13472
IntroSort,Reverse,93800,1,7709
IntroSort,Reverse,93800,2,7944
IntroSort,Reverse,93800,3,7478
IntroSort,Reverse,93800,4,7979
IntroSort,Reverse,93800,5,7984
QuickSort,Reverse,93900,1,13247
QuickSort,Reverse,93900,2,13329
QuickSort,Reverse,93900,3,13765
QuickSort,Reverse,93900,4,13602
QuickSort,Reverse,93900,5,13385
IntroSort,Reverse,93900,1,7729
IntroSort,Reverse,93900,2,7739
IntroSort,Reverse,93900,3,7655
IntroSort,Reverse,93900,4,7919
IntroSort,Reverse,93900,5,7486
QuickSort,Reverse,94000,1,13562
QuickSort,Reverse,94000,2,13598
QuickSort,Reverse,94000,3,14338
QuickSort,Reverse,94000,4,12922
QuickSort,Reverse,94000,5,13276
IntroSort,Reverse,94000,1,7379
IntroSort,Reverse,94000,2,7813
IntroSort,Reverse,94000,3,8184
IntroSort,Reverse,94000,4,8082
IntroSort,Reverse,94000,5,7518
QuickSort,Reverse,94100,1,14158
QuickSort,Reverse,94100,2,13910
QuickSort,Reverse,94100,3,13652
QuickSort,Reverse,94100,4,13617
QuickSort,Reverse,94100,5,13664
IntroSort,Reverse,94100,1,7657
IntroSort,Reverse,94100,2,8038
IntroSort,Reverse,94100,3,7730
IntroSort,Reverse,94100,4,7743
IntroSort,Reverse,94100,5,7862
QuickSort,Reverse,94200,1,13331
QuickSort,Reverse,94200,2,13711
QuickSort,Reverse,94200,3,13922
QuickSort,Reverse,94200,4,13581
QuickSort,Reverse,94200,5,13817
IntroSort,Reverse,94200,1,7665
IntroSort,Reverse,94200,2,7495
IntroSort,Reverse,94200,3,7958
IntroSort,Reverse,94200,4,7496
IntroSort,Reverse,94200,5,7721
QuickSort,Reverse,94300,1,13460
QuickSort,Reverse,94300,2,14036
QuickSort,Reverse,94300,3,13621
QuickSort,Reverse,94300,4,13445
QuickSort,Reverse,94300,5,13648
IntroSort,Reverse,94300,1,8403
IntroSort,Reverse,94300,2,8019
IntroSort,Reverse,94300,3,7357
IntroSort,Reverse,94300,4,7781
IntroSort,Reverse,94300,5,7443
QuickSort,Reverse,94400,1,13920
QuickSort,Reverse,94400,2,13645
QuickSort,Reverse,94400,3,13545
QuickSort,Reverse,94400,4,12918
QuickSort,Reverse,94400,5,13397
IntroSort,Reverse,94400,1,7612
IntroSort,Reverse,94400,2,7362
IntroSort,Reverse,94400,3,8029
IntroSort,Reverse,94400,4,7848
IntroSort,Reverse,94400,5,7497
QuickSort,Reverse,94500,1,13209
QuickSort,Reverse,94500,2,13245
QuickSort,Reverse,94500,3,14049
QuickSort,Reverse,94500,4,13583
QuickSort,Reverse,94500,5,13871
IntroSort,Reverse,94500,1,7440
IntroSort,Reverse,94500,2,7915
IntroSort,Reverse,94500,3,8189
IntroSort,Reverse,94500,4,7803
IntroSort,Reverse,94500,5,7889
QuickSort,Reverse,94600,1,14101
QuickSort,Reverse,94600,2,13859
QuickSort,Reverse,94600,3,13687
QuickSort,Reverse,94600,4,14059
QuickSort,Reverse,94600,5,13887
IntroSort,Reverse,94600,1,7783
IntroSort,Reverse,94600,2,7609
IntroSort,Reverse,94600,3,8052
IntroSort,Reverse,94600,4,8040
IntroSort,Reverse,94600,5,7961
QuickSort,Reverse,94700,1,14058
QuickSort,Reverse,94700,2,13722
QuickSort,Reverse,94700,3,13817
QuickSort,Reverse,94700,4,13792
QuickSort,Reverse,94700,5,13723
IntroSort,Reverse,94700,1,7708
IntroSort,Reverse,94700,2,8722
IntroSort,Reverse,94700,3,7684
IntroSort,Reverse,94700,4,7583
IntroSort,Reverse,94700,5,7702
QuickSort,Reverse,94800,1,14070
QuickSort,Reverse,94800,2,14187
QuickSort,Reverse,94800,3,13832
QuickSort,Reverse,94800,4,13394
QuickSort,Reverse,94800,5,13374
IntroSort,Reverse,94800,1,7573
IntroSort,Reverse,94800,2,7483
IntroSort,Reverse,94800,3,8213
IntroSort,Reverse,94800,4,7709
IntroSort,Reverse,94800,5,7680
QuickSort,Reverse,94900,1,13931
QuickSort,Reverse,94900,2,13878
QuickSort,Reverse,94900,3,13677
QuickSort,Reverse,94900,4,13878
QuickSort,Reverse,94900,5,13918
IntroSort,Reverse,94900,1,7845
IntroSort,Reverse,94900,2,7893
IntroSort,Reverse,94900,3,7908
IntroSort,Reverse,94900,4,7903
IntroSort,Reverse,94900,5,7911
QuickSort,Reverse,95000,1,13614
QuickSort,Reverse,95000,2,13888
QuickSort,Reverse,95000,3,14237
QuickSort,Reverse,95000,4,13770
QuickSort,Reverse,95000,5,13834
IntroSort,Reverse,95000,1,7965
IntroSort,Reverse,95000,2,7658
IntroSort,Reverse,95000,3,8027
IntroSort,Reverse,95000,4,7858
IntroSort,Reverse,95000,5,7955
QuickSort,Reverse,95100,1,13950
QuickSort,Reverse,95100,2,14203
QuickSort,Reverse,95100,3,13826
QuickSort,Reverse,95100,4,13712
QuickSort,Reverse,95100,5,14345
IntroSort,Reverse,95100,1,7751
IntroSort,Reverse,95100,2,8121
IntroSort,Reverse,95100,3,7728
IntroSort,Reverse,95100,4,7601
IntroSort,Reverse,95100,5,7664
QuickSort,Reverse,95200,1,13814
QuickSort,Reverse,95200,2,14285
QuickSort,Reverse,95200,3,13703
QuickSort,Reverse,95200,4,13850
QuickSort,Reverse,95200,5,14356
IntroSort,Reverse,95200,1,7695
IntroSort,Reverse,95200,2,8217
